Tagging,rank,news_type,hash_id,old_hash_id,type,version,Author,Content,Source URL,Source Name,Title,Important,Image URL,Shortened URL,Score,Categories,Relevancy_tags,Country_code,Impressive_score,targeted_city,created_at,position_start_time,position_expire_time,gallery_image_urls,full_gallery_urls,bottom_headline,bottom_text,bottom_panel_link,dfp_tags,trackers
national,250,NEWS,dbepfufc-1,will-speak-to-pm-see-legal-options-if-issue-not-resolved-sanjay-singh-on-wfi-suspension-1703437664501,NEWS,0,Arshiya Chopra,"Sanjay Singh, the newly elected chief of Wrestling Federation of India that was suspended by the Sports Ministry on Sunday, has said he would speak to PM Narendra Modi over the decision. ""We're seeking time from the Sports Minister and request that the suspension be lifted. If the issue isn't resolved through dialogue, we could explore legal options,"" he added.",https://www.hindustantimes.com/india-news/wfis-sanjay-singh-to-talk-to-pm-modi-centre-will-explore-legal-options-if-101703429567529-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,"Will speak to PM, see legal options if issue not resolved: Sanjay Singh on WFI suspension",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703436303824_411.jpg?,https://shrts.in/x9JM9,1000,"sports, national","national, sports",IN,15.93,,1703437664000,1970-01-01T00:00:00Z,2023-12-25T16:45:27.313Z,[],[],Singh is ex-WFI chief Brij Bhushan's close aide,Tap to know more,https://www.hindustantimes.com/india-news/wfis-sanjay-singh-to-talk-to-pm-modi-centre-will-explore-legal-options-if-101703429567529-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:1000,news:default,cat:sports,cat:national,hash:3,noads:true",[]
national,251,NEWS,84bnvqqo-1,video-shows-man-driving-with-open-doors-amid-jam-in-manali-police-posts-pic-of-challan-1703434429151,NEWS,1,Arshiya Chopra,"A video showing a man driving his car with the doors open, while a person could be seen hanging from the other door on Manali-Atal Tunnel road amid traffic jam went viral on social media. Reacting to the video, Kullu Police shared a picture of ₹3,500 challan issued against the car owner for the offence.",https://www.latestly.com/socially/india/news/himachal-pradesh-car-stunt-video-men-create-nuisance-by-hanging-out-of-moving-vehicle-on-manali-atal-tunnel-road-video-surfaces-5649495.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,LatestLY,Video shows man driving with open doors amid jam in Manali; police posts pic of challan,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703435193360_418.jpg?,https://shrts.in/KNeqx,800,national,national,IN,12.33,,1703434429000,1970-01-01T00:00:00Z,2023-12-25T15:52:36.602Z,[],[],To see the video,Tap here,https://www.latestly.com/socially/india/news/himachal-pradesh-car-stunt-video-men-create-nuisance-by-hanging-out-of-moving-vehicle-on-manali-atal-tunnel-road-video-surfaces-5649495.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:1,noads:true",[]
national,252,NEWS,rfqzhyoz-1,pics-show-massive-traffic-outside-new-mall-in-bengaluru-on-christmas-eve-1703433287678,NEWS,0,Hiral Goyal,"A massive traffic jam was seen outside the newly-opened Phoenix Mall of Asia in Bengaluru due to a huge influx of visitors on Christmas Eve. Traffic police advised airport-bound commuters to plan accordingly due to the heavy congestion. Several people took to social media to share pictures of the traffic chaos, with some getting stuck in the jam for hours.",https://www.moneycontrol.com/news/india/bengalurus-phoenix-mall-of-asia-causes-massive-traffic-chaos-on-christmas-eve-cops-issue-advisory-11951491.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Moneycontrol,Pics show massive traffic outside new mall in Bengaluru on Christmas Eve,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703432137869_668.jpg?,https://shrts.in/xSqWS,800,national,national,IN,12.33,,1703433287000,1970-01-01T00:00:00Z,2023-12-25T15:47:44.068Z,[],[],"Mall's parking can only fit about 3,500 vehicles","It has a footfall of 50,000-60,000 on weekends",https://www.moneycontrol.com/news/india/bengalurus-phoenix-mall-of-asia-causes-massive-traffic-chaos-on-christmas-eve-cops-issue-advisory-11951491.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:1,noads:true",[]
national,253,NEWS,yzb4msgf-1,wont-take-padma-shri-back-until-justice-is-delivered-bajrang-1703432970928,NEWS,0,Nakul Ahuja,"Wrestler Bajrang Punia, who left his Padma Shri honour on a footpath near Kartavya Path, has said he won't take the honour back until justice is delivered. Wrestler Sakshee Malikkh quit wrestling after former WFI chief Brij Bhushan Singh's aide, Sanjay Singh, was appointed as the WFI chief. Notably, the newly elected body was suspended on Sunday by Sports Ministry. ",https://www.hindustantimes.com/india-news/will-not-take-back-until-bajrang-punia-on-his-padma-shri-after-wfi-suspension-101703420078022-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,Won't take Padma Shri back until justice is delivered: Bajrang,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703431559056_259.jpg?,https://shrts.in/hxFeA,800,"sports, national","national, sports",IN,12.93,,1703432970000,1970-01-01T00:00:00Z,2023-12-25T15:39:52.875Z,[],[],'Haven't seen anything in writing',Tap to read what Sakshee said ,https://www.hindustantimes.com/india-news/will-not-take-back-until-bajrang-punia-on-his-padma-shri-after-wfi-suspension-101703420078022-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:sports,cat:national,hash:0,noads:true",[]
national,254,NEWS,oauubxo1-1,2-doctors-suspended-months-after-18-patients-died-in-a-day-in-maha-hospital-1703429930520,NEWS,0,Deepika Bhatt,"An assistant doctor and an associate doctor have been suspended after 18 patients' death in a hospital in Maharashtra's Thane in August. CM Eknath Shinde had ordered the constitution of a high-level committee to probe the matter. The report was tabled during the recent winter session of the assembly, an official said.",https://www.news18.com/amp/india/two-doctors-suspended-over-death-of-18-patients-in-24-hours-in-thane-hospital-in-august-8716379.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,News18,2 doctors suspended months after 18 patients died in a day in Maha hospital,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703428830527_344.jpg?,https://shrts.in/3MsYk,800,national,national,IN,12.33,,1703429930000,1970-01-01T00:00:00Z,2023-12-25T14:41:11.021Z,[],[],Thane is the home turf of Shinde,Tap to read more,https://www.news18.com/amp/india/two-doctors-suspended-over-death-of-18-patients-in-24-hours-in-thane-hospital-in-august-8716379.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:2,noads:true",[]
national,255,NEWS,azue8nnj-2,youre-sent-to-ask-inciting-questions-brij-bhushan-tells-reporter-1703429812496,NEWS,0,Nakul Ahuja,"During a press conference, former WFI chief Brij Bhushan Singh claimed that a reporter was sent to such conferences to ask ""inciting"" questions. When asked to comment on Bajrang Punia leaving his Padma Shri honour on a footpath near Kartavya Path, Brij said he didn't want to comment on someone who had constantly ""abused"" him. ",https://www.youtube.com/watch?ab_channel=News24&utm_campaign=fullarticle&v=Wl_F-f5RU3k&utm_medium=referral&utm_source=inshorts,News24,"You're sent to ask inciting questions, Brij Bhushan tells reporter",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703428040875_179.jpg?,https://shrts.in/45bbY,800,national,national,IN,12.33,,1703429812000,1970-01-01T00:00:00Z,2023-12-25T14:44:14.769Z,[],[],PM will rule India for another 20 yrs: Brij,Tap to know more ,https://www.youtube.com/watch?ab_channel=News24&utm_campaign=fullarticle&v=Wl_F-f5RU3k&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:6,noads:true",[]
national,256,NEWS,42rgu0uh-1,loss-of-lives-averted-due-to-worldclass-tech-rmc-chennai-on-stalins-remark-1703428622743,NEWS,0,Nakul Ahuja,"Regional Meteorological Centre, Chennai has said that the loss of lives in Tamil Nadu amid cyclone Michaung was averted due to world-class equipment. This comes after Tamil Nadu CM MK Stalin had said that the India Meteorological Department failed to predict the accurate amount of rainfall in its forecast for several districts that witnessed 'historic' rains, which led to waterlogging. ",https://theprint.in/india/loss-of-lives-during-cyclones-were-averted-due-to-world-class-equipment-rmc-chennai/1898741/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Print,Loss of lives averted due to world-class tech: RMC Chennai on Stalin’s remark,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703426816698_131.jpg?,https://shrts.in/GPf5o,600,national,national,IN,10.33,,1703428622000,1970-01-01T00:00:00Z,2023-12-25T14:29:39.165Z,[],[],'Such a remark hurt sentiments of employees',Tap to read what RMC Chennai said ,https://theprint.in/india/loss-of-lives-during-cyclones-were-averted-due-to-world-class-equipment-rmc-chennai/1898741/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:7,noads:true",[]
national,257,NEWS,cf9lz37z-1,woman-techie-chained-cut-with-blade-burnt-to-death-by-lover-on-birthday-near-chennai-1703427189120,NEWS,1,Arshiya Chopra,"A 25-year-old female software engineer was chained and burnt to death allegedly by her lover, identified as a trans man, near Chennai. Blade injuries were found on her neck, hands and legs. Police said the duo had developed a friendship but a few months ago, the victim started seeing another man, following which the accused killed her on her birthday.",https://www.timesnownews.com/mirror-now/crime/chained-burnrt-alive-jilted-lover-kills-tamil-nadu-techie-near-chennai-horrific-details-article-106250172/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Times Now,"Woman techie chained, cut with blade & burnt to death by lover on birthday near Chennai",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703425004086_442.jpg?,https://shrts.in/8cpds,800,national,crime,IN,12.33,,1703427189000,1970-01-01T00:00:00Z,2023-12-25T14:11:24.088Z,[],[],The accused has been arrested,Tap to know more,https://www.timesnownews.com/mirror-now/crime/chained-burnrt-alive-jilted-lover-kills-tamil-nadu-techie-near-chennai-horrific-details-article-106250172/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:8,noads:true",[]
national,258,NEWS,ha8p4yny-1,aerial-view-of-thousands-of-women-dancing-in-sync-to-perform-maha-raas-in-gujarat-goes-viral-1703426871490,NEWS,1,Hiral Goyal,"More than 37,000 women from Ahir community performed Maha Raas in Dwarka, Gujarat, on Sunday. An aerial view of the women, who were dressed in traditional red attire, dancing in sync in huge circles around Lord Krishna's idol has gone viral. The event was organised in the honour of Usha, the daughter of Banasur and wife of Lord Krishna's grandson.",https://twitter.com/ANI/status/1738880429527335130?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,X (formerly Twitter),Aerial view of thousands of women dancing in sync to perform Maha Raas in Gujarat goes viral,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703422690358_365.jpg?,https://shrts.in/wttk4,800,national,national,IN,12.33,,1703426871000,1970-01-01T00:00:00Z,2023-12-25T13:27:00.286Z,[],[],To watch the video,Tap here,https://twitter.com/ANI/status/1738880429527335130?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:7,noads:true",[]
national,259,NEWS,8ybevnoq-1,sakshee-brij-have-retired-both-should-let-wfi-run-sanjay-singh-1703423539903,NEWS,1,Nakul Ahuja,"Sanjay Singh, who was elected as the WFI President, has reacted to the newly elected body being suspended by the Sports Ministry. ""Brij Bhushan Singh has retired, Sakshee Malikkh announced her retirement as well...the accused and the complainant have retired...they should let the federation run peacefully,"" Singh said. Sakshee announced her retirement following Singh's appointment as WFI chief. ",https://twitter.com/ANI/status/1738891554243436753?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,ANI,"Sakshee & Brij have retired, both should let WFI run: Sanjay Singh",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703422342452_537.jpg?,https://shrts.in/hEtnh,800,"sports, national","national, sports",IN,12.93,,1703423539000,1970-01-01T00:00:00Z,2023-12-25T13:00:17.424Z,[],[],Brij and I aren't relatives: Sanjay Singh,Tap to read more ,https://twitter.com/ANI/status/1738891554243436753?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:sports,cat:national,hash:4,noads:true",[]
national,260,NEWS,cpoujn5z-1,pics-of-highly-rare-black-tigers-in-odisha-shared-by-ifs-officer-1703423490627,NEWS,0,Arshiya Chopra,"IFS officer Parveen Kaswan shared pictures of black tigers found in Odisha's Similipal National Park and wrote, ""There are pseudo-melanistic tigers found in Simlipal. They are such due to genetic mutation & highly rare. Such beautiful creature."" ""The rare tigers were first officially discovered in STR in 2007. With time more were documented,"" he added.",https://www.timesnownews.com/viral/in-pictures-the-elusive-black-tigers-of-odisha-article-106248184/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Times Now,Pics of 'highly rare' black tigers in Odisha shared by IFS officer,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703421568298_995.jpg?,https://shrts.in/KR9Mv,800,national,national,IN,12.33,,1703423490000,1970-01-01T00:00:00Z,2023-12-25T12:39:20.054Z,[],[],To see other pictures shared by the IFS officer,Tap here,https://twitter.com/ParveenKaswan/status/1738224273641390123?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:8,noads:true",[]
national,261,NEWS,veajwdus-1,thousands-of-tourists-reach-manali-for-christmas-pic-from-market-surfaces-1703422788118,NEWS,0,Deepika Bhatt,"Thousands of people reached Manali for Christmas and New Year celebrations and pictures of the crowded market have surfaced on social media. Long queues of vehicles were also witnessed from Manali to Atal Tunnel. Meanwhile, snowfall was witnessed near the Atal Tunnel in Rohtang and its adjoining areas as well as in Keylong of Lahaul and Spiti.",https://twitter.com/ANI/status/1738874996834054168?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,X,"Thousands of tourists reach Manali for Christmas, pic from market surfaces",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703420846628_447.jpg?,https://shrts.in/oGDyq,800,national,national,IN,12.33,,1703422788000,1970-01-01T00:00:00Z,2023-12-25T12:57:37.748Z,[],[],People complained of traffic on social media,Tap to read more,https://twitter.com/ANI/status/1738874996834054168?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:9",[]
national,262,NEWS,ywioivm2-2,students-in-bluru-made-to-clean-school-toilets-video-goes-viral-1703422726826,NEWS,0,Nakul Ahuja,"Students of a government school in Bengaluru were made to clean toilets, with a video of the incident also surfacing online. The video showed two students using a broom and other materials to clean a toilet barefoot. Parents of the students protested outside the school after the video went viral. The headmistress of the school was suspended following the incident. ",https://www.youtube.com/watch?ab_channel=Dailynewsvideo&utm_campaign=fullarticle&v=qrxZE8Vs1eU&utm_medium=referral&utm_source=inshorts,YouTube,"Students in B'luru made to clean school toilets, video goes viral",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703419711641_479.jpg?,https://shrts.in/5D3wc,600,national,national,IN,10.33,,1703422726000,1970-01-01T00:00:00Z,2023-12-25T12:47:05.475Z,[],[],We shouldn't misuse kids: Karnataka Deputy CM,Tap to watch video ,https://www.youtube.com/watch?ab_channel=Dailynewsvideo&utm_campaign=fullarticle&v=qrxZE8Vs1eU&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:5,noads:true",[]
national,263,NEWS,bdeho2kk-1,viral-video-woman-shields-children-from-speeding-train-1703422159090,NEWS,1,Brijesh,"An incredible event occurred at a Bihar railway station when a mother and her two kids narrowly avoided being hit by a fast-moving train. Social media users have taken to sharing a video of the terrifying incident, which shows the mother doing a heroic job of protecting her kids from the approaching train.",https://newskarnataka.com/india/bihar/woman-speeding-train/24122023?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,News Karnataka,Viral Video: Woman Shields Children from Speeding Train,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703422104586_446.jpg?,https://shrts.in/ZmQnK,600,national,national,IN,10.33,,1703422159000,1970-01-01T00:00:00Z,2023-12-25T12:48:35.781Z,[],[],Husband took a daring leap from the moving train,To Read More,https://newskarnataka.com/india/bihar/woman-speeding-train/24122023?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:4",[]
national,264,NEWS,3k6vncrf-1,telangana-to-give-₹5-lakh-accident-insurance-to-gig-workers-cm-1703420696079,NEWS,0,Mansi Agarwal,"Telangana CM Revanth Reddy has announced a ₹5 lakh accident insurance cover for gig workers such as food delivery executives and cab and auto drivers. Additionally, the state government will provide ₹10 lakh health cover to gig workers under the Rajiv Aarogyasri scheme, he stated. He added that the government would study the existing policy for gig workers in Rajasthan.",https://www.cnbctv18.com/politics/telangana-cm-announces-5-lakh-accident-insurance-policy-for-gig-workers-cab--auto-drivers-18637711.htm/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,CNBC-TV18,Telangana to give ₹5 lakh accident insurance to gig workers: CM,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703419264787_358.jpg?,https://shrts.in/TYvSC,600,"business, national","business, national",IN,10.33,,1703420696000,1970-01-01T00:00:00Z,2023-12-25T12:08:53.818Z,[],[],To know more,Tap here,https://www.cnbctv18.com/politics/telangana-cm-announces-5-lakh-accident-insurance-policy-for-gig-workers-cab--auto-drivers-18637711.htm/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:business,cat:national,hash:9",[]
national,265,NEWS,a38idnts-1,sports-ministry-requests-ioa-to-form-adhoc-panel-to-manage-wfi-affairs-1703420614327,NEWS,0,Deepika Bhatt,"Sports Ministry has requested the Indian Olympic Association to constitute ad-hoc committee to manage and control affairs of the Wrestling Federation of India (WFI), hours after suspending the newly-elected body. BJP MP Brij Bhushan Sharan Singh's close aide Sanjay Singh was appointed as the new WFI chief on Thursday. ""I've nothing to do with the sport now,"" Bhushan said.",https://indianexpress.com/article/sports/sport-others/sports-ministry-requests-ioa-constitute-ad-hoc-committee-manage-wfi-affairs-9081181/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Indian Express,Sports Ministry requests IOA to form ad-hoc panel to manage WFI affairs,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703419252667_863.jpg?,https://shrts.in/dkz5q,800,"sports, national",sports,IN,12.93,,1703420614000,1970-01-01T00:00:00Z,2023-12-25T12:21:34.901Z,[],[],To read more details,Tap here,https://indianexpress.com/article/sports/sport-others/sports-ministry-requests-ioa-constitute-ad-hoc-committee-manage-wfi-affairs-9081181/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:sports,cat:national,hash:8,noads:true",[]
national,266,NEWS,vzhom1vu-1,dayananidhis-2019-antihindi-speech-riles-india-bloc-parties-1703420308831,NEWS,2,Fazil Muhammed,A 2019 video of DMK leader Dayanidhi Maran’s speech has pitted Opposition INDIA bloc parties against each other. The viral video showed Maran saying that people who learnt only Hindi in Bihar and Uttar Pradesh were engaged in menial jobs like cleaning toilets in Tamil Nadu. He was speaking against the imposition of Hindi at a party meeting.,https://thesouthfirst.com/tamilnadu/bjp-shares-2019-video-of-dayanidhi-marans-take-on-hindi-speakers-india-bloc-parties-condemn-remarks/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,Dayanidhi's 2019 anti-Hindi speech riles INDIA bloc parties ,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703421953345_599.jpg?,https://shrts.in/zVRGX,600,"politics, national","politics, national",IN,10.559999999999999,,1703420308000,1970-01-01T00:00:00Z,2023-12-25T12:17:47.675Z,[],[],The controversial statement is from June 2019,Tap here to watch the video,https://youtu.be/jtHU2k2FUC4?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:8",[]
national,267,NEWS,oxq0mmiz-2,thieves-arrive-at-temple-on-horse-attempt-to-steal-donation-box-in-up-video-surfaces-1703420294111,NEWS,0,Subhangi Singh,"A CCTV footage showing two thieves coming to a temple on a horse in UP's Kanpur and attempting to uproot the donation box of the temple surfaced. In the video, one thief can be seen sitting on horse, while the other attempts to steal donation box. Locals rushed to the spot hearing commotion following which the thieves fled the spot.",https://www.youtube.com/watch?utm_campaign=fullarticle&v=pSGvBcJ3lhM&utm_medium=referral&utm_source=inshorts,YouTube,"Thieves arrive at temple on horse, attempt to steal donation box in UP; video surfaces",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703416269914_214.jpg?,https://shrts.in/4C8VP,800,national,national,IN,12.33,,1703420294000,1970-01-01T00:00:00Z,2023-12-25T12:13:46.728Z,[],[],No formal complaint registered yet: Police,Tap to know more,https://www.youtube.com/watch?utm_campaign=fullarticle&v=pSGvBcJ3lhM&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:8,noads:true",[]
national,268,NEWS,gusp3ql3-1,bengaluru-wastewater-tests-reveal-wavelike-covid-situation-1703420182608,NEWS,0,Fazil Muhammed,"Bengaluru is witnessing a wave-like situation, wastewater surveillance revealed. The positivity rate of SARS-CoV-2 from wastewater samples from 26 sewage treatment plants between 11 and 22 December was around 96 percent. The SARS-CoV-2 copies per ml which were 2,000 between 10 and 15 December, increased to over 3,000. In some South Bengaluru areas, viral load is more than 30,000 copies.",https://thesouthfirst.com/health/covid-19-wastewater-surveillance-in-bengaluru-shows-wave-like-situation/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,Bengaluru wastewater tests reveal wave-like Covid situation,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703420142517_10.jpg?,https://shrts.in/P5KQt,600,"politics, national","politics, national",IN,10.559999999999999,Bengaluru,1703420182000,1970-01-01T00:00:00Z,2023-12-25T12:15:37.017Z,[],[],More information about how it works,Tap here to read more,https://thesouthfirst.com/health/meet-the-expert-how-wastewater-surveillance-and-civic-bodies-could-check-outbreak-of-diseases/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:2",[]
national,269,NEWS,58mw2gls-1,driver-rapes-class-6-girl-in-school-van-in-up-1703420027911,NEWS,1,Arshiya Chopra,"Uttar Pradesh Police have arrested a school van driver who allegedly raped a 12-year-old Class 6 girl inside his vehicle on the way to school in Kanpur on Friday morning, officials said. He later picked up other students from their houses. Police have also booked the school principal, manager and two teachers for allegedly trying to conceal the rape incident. ",https://indianexpress.com/article/cities/lucknow/kanpur-class-6-girl-rape-9080950/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Indian Express,Driver rapes Class 6 girl in school van in UP,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703415975842_136.jpg?,https://shrts.in/3RTrh,800,national,crime,IN,12.33,,1703420027000,1970-01-01T00:00:00Z,2023-12-25T11:08:53.522Z,[],[],Girl's parents are speech and hearing impaired,Tap to know more,https://indianexpress.com/article/cities/lucknow/kanpur-class-6-girl-rape-9080950/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:3,noads:true",[]
national,270,NEWS,zsohlx4d-1,dog-barks-at-mp-man-he-kills-65yrold-female-owner-amid-argument-1703420028667,NEWS,0,Nidhi Sinha,"A 35-year-old man allegedly killed a 65-year-old woman in Madhya Pradesh's Indore, police said. An argument ensued between them after the woman's dog allegedly barked at the man continuously while he was going home after closing his shop. The man allegedly kicked the woman in her abdomen and she fell on road, following which she died at a hospital.",https://www.news18.com/amp/india/man-kills-woman-after-dispute-over-her-dog-barking-at-him-in-indore-8716078.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,News18,"Dog barks at MP man, he kills 65-yr-old female owner amid argument",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703417817342_617.jpg?,https://shrts.in/L5pEb,600,national,national,IN,10.33,,1703420028000,1970-01-01T00:00:00Z,2023-12-25T12:12:40.98Z,[],[],Case of murder has been registered,Tap to know more,https://www.news18.com/amp/india/man-kills-woman-after-dispute-over-her-dog-barking-at-him-in-indore-8716078.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:0,noads:true",[]
national,271,NEWS,hg8oxv6q-1,brs-gears-up-for-lok-sabha-electoral-battle-1703419941906,NEWS,0,Fazil Muhammed,"The BRS is gearing up for a comeback in the upcoming Lok Sabha elections. Having reviewed the Assembly election results, the party is recalibrating its strategy for the polls. It plans to capitalise on instances of the Congress government faltering in implementing its six guarantees. A higher vote stare in the Assembly polls, too, has made the party optimistic.",https://thesouthfirst.com/telangana/brs-hopes-to-rise-from-electoral-ashes-gears-up-for-lok-sabha-redemption/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,BRS gears up for Lok Sabha electoral battle,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703419898280_159.jpg?,https://shrts.in/Y8CAX,600,"politics, national","politics, national",IN,10.559999999999999,,1703419941000,1970-01-01T00:00:00Z,2023-12-25T12:11:45.281Z,[],[],KTR releases BRS’ ‘Swedha Patram’,Tap here to read more,https://thesouthfirst.com/telangana/ktr-releases-brs-swedha-patram-to-counter-congress-government-white-paper-on-telangana/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:3",[]
national,272,NEWS,x6fp9ajb-1,vijayendra-revamps-karnataka-bjp-unit-1703419834615,NEWS,0,Fazil Muhammed,"Karnataka BJP has a whole new team of office-bearers to help the party prepare for the electoral battle. State BJP president BY Vijayendra, on Saturday, appointed state-level office-bearers, including 10 vice-presidents. While in Delhi attending the two-day BJP national office-bearers meeting, Vijayendra was hopeful of getting the high command's clearance for the new team.",https://thesouthfirst.com/karnataka/karnataka-bjp-unit-revamped-president-vijayendra-gets-a-new-team/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,Vijayendra revamps Karnataka BJP unit,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/24_sun/img_1703419771447_520.jpg?,https://shrts.in/kCcHd,600,"politics, national","politics, national",IN,10.559999999999999,Bengaluru,1703419834000,1970-01-01T00:00:00Z,2023-12-25T12:09:57.614Z,[],[],Vijayendra appointed 10 vice-presidents,Tap here to read more,https://thesouthfirst.com/karnataka/karnataka-bjp-unit-revamped-president-vijayendra-gets-a-new-team/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:0",[]
